"Monster ID","Monster","Data ID","Reward Type ID","Reward Type","Parts Index","Rank","Item","Number","Probability"
"EM0002_00_0","Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Rathalos Carapace",1,0.2
"EM0002_00_0","Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Rathalos Wing",1,0.16
"EM0002_00_0","Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Rath Medulla",1,0.21
"EM0002_00_0","Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Rathalos Wing",1,0.15
"EM0002_00_0","Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Rathalos Tail",1,0.1
"EM0002_00_0","Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",2,0.18
"EM0002_00_0","Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Rathalos Tail",1,0.08
"EM0002_00_0","Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Rath Medulla",1,0.1
"EM0002_00_0","Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Rathalos Ruby",1,0.07
"EM0002_00_0","Rathalos",505,"RW004","Target Rewards",-1,"HIGH","Rath Medulla",1,0.08
"EM0002_00_0","Rathalos",505,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.15
"EM0002_00_0","Rathalos",506,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.18
"EM0002_00_0","Rathalos",506,"RW004","Target Rewards",-1,"HIGH","Rathalos Ruby",1,0.03
"EM0002_00_0","Rathalos",508,"RW004","Target Rewards",-1,"HIGH","Rathalos Ruby",1,0.03
"EM0002_00_0","Rathalos",600,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (S)",1,0.45
"EM0002_00_0","Rathalos",601,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone",1,0.35
"EM0002_00_0","Rathalos",602,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (L)",1,0.2
"EM0002_50_0","Guardian Rathalos",100,"RW000","Carving",-1,"LOW","Guardian Rathalos Scale",1,0.33
"EM0002_50_0","Guardian Rathalos",101,"RW000","Carving",-1,"LOW","Guardian Rathalos Shell",1,0.27
"EM0002_50_0","Guardian Rathalos",102,"RW000","Carving",-1,"LOW","Guardian Rathalos Webbing",1,0.22
"EM0002_50_0","Guardian Rathalos",103,"RW000","Carving",-1,"LOW","Guardian Rathalos Tail",1,0.13
"EM0002_50_0","Guardian Rathalos",104,"RW000","Carving",-1,"LOW","Guardian Rathalos Plate",1,0.05
"EM0002_50_0","Guardian Rathalos",110,"RW008","Carving (Rotten Monster Carcass)",-1,"LOW","Guardian Rathalos Scale",1,0.4
"EM0002_50_0","Guardian Rathalos",111,"RW008","Carving (Rotten Monster Carcass)",-1,"LOW","Guardian Rathalos Shell",1,0.3
"EM0002_50_0","Guardian Rathalos",112,"RW008","Carving (Rotten Monster Carcass)",-1,"LOW","Flame Sac",1,0.3
"EM0002_50_0","Guardian Rathalos",120,"RW016","Carve (Crystalized Carcass)",-1,"LOW","Crushed Crystal",1,0.75
"EM0002_50_0","Guardian Rathalos",121,"RW016","Carve (Crystalized Carcass)",-1,"LOW","Cloudy Crystal",1,0.25
"EM0002_50_0","Guardian Rathalos",200,"RW001","Carving (Severed Part)",-1,"LOW","Guardian Rathalos Tail",1,0.93
"EM0002_50_0","Guardian Rathalos",201,"RW001","Carving (Severed Part)",-1,"LOW","Guardian Rathalos Plate",1,0.07
"EM0002_50_0","Guardian Rathalos",210,"RW012","Carving (Rotten Severed Part)",-1,"LOW","Guardian Rathalos Scale",1,0.6
"EM0002_50_0","Guardian Rathalos",211,"RW012","Carving (Rotten Severed Part)",-1,"LOW","Guardian Rathalos Tail",1,0.4
"EM0002_50_0","Guardian Rathalos",300,"RW005","Broken Part Rewards",0,"LOW","Guardian Rathalos Webbing",1,1
"EM0002_50_0","Guardian Rathalos",310,"RW005","Broken Part Rewards",1,"LOW","Guardian Rathalos Webbing",1,1
"EM0002_50_0","Guardian Rathalos",400,"RW006","Wound Destroyed Reward",-1,"LOW","Guardian Rathalos Scale",1,0.45
"EM0002_50_0","Guardian Rathalos",401,"RW006","Wound Destroyed Reward",-1,"LOW","Guardian Rathalos Shell",1,0.35
"EM0002_50_0","Guardian Rathalos",402,"RW006","Wound Destroyed Reward",-1,"LOW","Guardian Scale",1,0.12
"EM0002_50_0","Guardian Rathalos",403,"RW006","Wound Destroyed Reward",-1,"LOW","Guardian Blood",1,0.08
"EM0002_50_0","Guardian Rathalos",500,"RW004","Target Rewards",-1,"LOW","G. Rathalos Certificate",1,0.08
"EM0002_50_0","Guardian Rathalos",501,"RW004","Target Rewards",-1,"LOW","Guardian Rathalos Scale",1,0.22
"EM0002_50_0","Guardian Rathalos",502,"RW004","Target Rewards",-1,"LOW","Guardian Rathalos Shell",1,0.22
"EM0002_50_0","Guardian Rathalos",503,"RW004","Target Rewards",-1,"LOW","Guardian Rathalos Webbing",1,0.15
"EM0002_50_0","Guardian Rathalos",504,"RW004","Target Rewards",-1,"LOW","Guardian Rathalos Tail",1,0.1
"EM0002_50_0","Guardian Rathalos",505,"RW004","Target Rewards",-1,"LOW","Flame Sac",1,0.2
"EM0002_50_0","Guardian Rathalos",506,"RW004","Target Rewards",-1,"LOW","Guardian Rathalos Plate",1,0.03
"EM0002_50_0","Guardian Rathalos",100,"RW000","Carving",-1,"HIGH","Guardian Rathalos Scale+",1,0.33
"EM0002_50_0","Guardian Rathalos",101,"RW000","Carving",-1,"HIGH","Guardian Rathalos Carapace",1,0.27
"EM0002_50_0","Guardian Rathalos",102,"RW000","Carving",-1,"HIGH","Guardian Rathalos Wing",1,0.24
"EM0002_50_0","Guardian Rathalos",103,"RW000","Carving",-1,"HIGH","Guardian Rathalos Tail",1,0.11
"EM0002_50_0","Guardian Rathalos",104,"RW000","Carving",-1,"HIGH","Guardian Rathalos Ruby",1,0.05
"EM0002_50_0","Guardian Rathalos",110,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Guardian Rathalos Scale+",1,0.4
"EM0002_50_0","Guardian Rathalos",111,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Guardian Rathalos Carapace",1,0.3
"EM0002_50_0","Guardian Rathalos",112,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Inferno Sac",1,0.3
"EM0002_50_0","Guardian Rathalos",120,"RW016","Carve (Crystalized Carcass)",-1,"HIGH","Cloudy Crystal",1,0.83
"EM0002_50_0","Guardian Rathalos",121,"RW016","Carve (Crystalized Carcass)",-1,"HIGH","Coruscating Crystal",1,0.17
"EM0002_50_0","Guardian Rathalos",200,"RW001","Carving (Severed Part)",-1,"HIGH","Guardian Rathalos Tail",1,0.93
"EM0002_50_0","Guardian Rathalos",201,"RW001","Carving (Severed Part)",-1,"HIGH","Guardian Rathalos Ruby",1,0.07
"EM0002_50_0","Guardian Rathalos",210,"RW012","Carving (Rotten Severed Part)",-1,"HIGH","Guardian Rathalos Scale+",1,0.6
"EM0002_50_0","Guardian Rathalos",211,"RW012","Carving (Rotten Severed Part)",-1,"HIGH","Guardian Rathalos Tail",1,0.4
"EM0002_50_0","Guardian Rathalos",300,"RW005","Broken Part Rewards",0,"HIGH","Guardian Rathalos Wing",1,1
"EM0002_50_0","Guardian Rathalos",310,"RW005","Broken Part Rewards",1,"HIGH","Guardian Rathalos Wing",1,1
"EM0002_50_0","Guardian Rathalos",400,"RW006","Wound Destroyed Reward",-1,"HIGH","Guardian Rathalos Scale+",1,0.45
"EM0002_50_0","Guardian Rathalos",401,"RW006","Wound Destroyed Reward",-1,"HIGH","Guardian Rathalos Carapace",1,0.35
"EM0002_50_0","Guardian Rathalos",402,"RW006","Wound Destroyed Reward",-1,"HIGH","Guardian Scale+",1,0.12
"EM0002_50_0","Guardian Rathalos",403,"RW006","Wound Destroyed Reward",-1,"HIGH","Guardian Blood+",1,0.08
"EM0002_50_0","Guardian Rathalos",500,"RW004","Target Rewards",-1,"HIGH","G. Rathalos Certificate S",1,0.08
"EM0002_50_0","Guardian Rathalos",500,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Scale+",1,0.23
"EM0002_50_0","Guardian Rathalos",500,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Wing",1,0.3
"EM0002_50_0","Guardian Rathalos",500,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Ruby",1,1
"EM0002_50_0","Guardian Rathalos",501,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Scale+",1,0.2
"EM0002_50_0","Guardian Rathalos",501,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Carapace",1,0.23
"EM0002_50_0","Guardian Rathalos",501,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Tail",1,0.27
"EM0002_50_0","Guardian Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Carapace",1,0.2
"EM0002_50_0","Guardian Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Wing",1,0.15
"EM0002_50_0","Guardian Rathalos",502,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",2,0.15
"EM0002_50_0","Guardian Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Wing",1,0.15
"EM0002_50_0","Guardian Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Tail",1,0.09
"EM0002_50_0","Guardian Rathalos",503,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Plate",1,0.21
"EM0002_50_0","Guardian Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Tail",1,0.1
"EM0002_50_0","Guardian Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.2
"EM0002_50_0","Guardian Rathalos",504,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Ruby",1,0.07
"EM0002_50_0","Guardian Rathalos",505,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.17
"EM0002_50_0","Guardian Rathalos",505,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Plate",1,0.07
"EM0002_50_0","Guardian Rathalos",506,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Plate",1,0.07
"EM0002_50_0","Guardian Rathalos",506,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Ruby",1,0.03
"EM0002_50_0","Guardian Rathalos",507,"RW004","Target Rewards",-1,"","","",""
"EM0002_50_0","Guardian Rathalos",507,"RW004","Target Rewards",-1,"HIGH","Guardian Rathalos Ruby",1,0.03
"EM0002_50_0","Guardian Rathalos",600,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (S)",1,0.45
"EM0002_50_0","Guardian Rathalos",601,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone",1,0.35
"EM0002_50_0","Guardian Rathalos",602,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (L)",1,0.2
"EM0005_00_0","Gravios",100,"RW000","Carving",-1,"HIGH","Gravios Carapace",1,0.3
"EM0005_00_0","Gravios",101,"RW000","Carving",-1,"HIGH","Gravios Wing",1,0.23
"EM0005_00_0","Gravios",102,"RW000","Carving",-1,"HIGH","Gravios Pleura+",1,0.18
"EM0005_00_0","Gravios",103,"RW000","Carving",-1,"HIGH","Gravios Skull",1,0.13
"EM0005_00_0","Gravios",104,"RW000","Carving",-1,"HIGH","Gravios Medulla",1,0.11
"EM0005_00_0","Gravios",105,"RW000","Carving",-1,"HIGH","Wyvern Gem",1,0.05
"EM0005_00_0","Gravios",110,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Gravios Carapace",1,0.4
"EM0005_00_0","Gravios",111,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Inferno Sac",1,0.3
"EM0005_00_0","Gravios",112,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Coma Sac",1,0.3
"EM0005_00_0","Gravios",200,"RW001","Carving (Severed Part)",-1,"HIGH","Gravios Carapace",1,0.78
"EM0005_00_0","Gravios",201,"RW001","Carving (Severed Part)",-1,"HIGH","Gravios Medulla",1,0.22
"EM0005_00_0","Gravios",210,"RW012","Carving (Rotten Severed Part)",-1,"HIGH","Gravios Carapace",1,1
"EM0005_00_0","Gravios",300,"RW005","Broken Part Rewards",0,"HIGH","Gravios Skull",1,1
"EM0005_00_0","Gravios",310,"RW005","Broken Part Rewards",2,"HIGH","Gravios Pleura+",1,1
"EM0005_00_0","Gravios",320,"RW005","Broken Part Rewards",3,"HIGH","Gravios Carapace",1,0.6
"EM0005_00_0","Gravios",321,"RW005","Broken Part Rewards",3,"HIGH","Firecell Stone",1,0.4
"EM0005_00_0","Gravios",330,"RW005","Broken Part Rewards",6,"HIGH","Gravios Wing",1,1
"EM0005_00_0","Gravios",331,"RW005","Broken Part Rewards",7,"HIGH","Gravios Wing",1,1
"EM0005_00_0","Gravios",340,"RW005","Broken Part Rewards",4,"HIGH","Gravios Carapace",1,0.6
"EM0005_00_0","Gravios",341,"RW005","Broken Part Rewards",4,"HIGH","Firecell Stone",1,0.4
"EM0005_00_0","Gravios",345,"RW005","Broken Part Rewards",5,"HIGH","Gravios Carapace",1,0.6
"EM0005_00_0","Gravios",346,"RW005","Broken Part Rewards",5,"HIGH","Firecell Stone",1,0.4
"EM0005_00_0","Gravios",400,"RW006","Wound Destroyed Reward",-1,"HIGH","Gravios Carapace",1,0.8
"EM0005_00_0","Gravios",401,"RW006","Wound Destroyed Reward",-1,"HIGH","Firecell Stone",1,0.2
"EM0005_00_0","Gravios",500,"RW004","Target Rewards",-1,"HIGH","Gravios Certificate S",1,0.08
"EM0005_00_0","Gravios",500,"RW004","Target Rewards",-1,"HIGH","Gravios Carapace",1,0.21
"EM0005_00_0","Gravios",500,"RW004","Target Rewards",-1,"HIGH","Gravios Wing",1,0.21
"EM0005_00_0","Gravios",500,"RW004","Target Rewards",-1,"HIGH","Wyvern Gem",1,1
"EM0005_00_0","Gravios",501,"RW004","Target Rewards",-1,"HIGH","Gravios Carapace",1,0.2
"EM0005_00_0","Gravios",501,"RW004","Target Rewards",-1,"HIGH","Gravios Wing",1,0.2
"EM0005_00_0","Gravios",501,"RW004","Target Rewards",-1,"HIGH","Gravios Pleura+",1,0.2
"EM0005_00_0","Gravios",502,"RW004","Target Rewards",-1,"HIGH","Gravios Wing",1,0.2
"EM0005_00_0","Gravios",502,"RW004","Target Rewards",-1,"HIGH","Gravios Pleura+",1,0.16
"EM0005_00_0","Gravios",502,"RW004","Target Rewards",-1,"HIGH","Gravios Skull",1,0.2
"EM0005_00_0","Gravios",503,"RW004","Target Rewards",-1,"HIGH","Gravios Pleura+",1,0.15
"EM0005_00_0","Gravios",503,"RW004","Target Rewards",-1,"HIGH","Gravios Skull",1,0.1
"EM0005_00_0","Gravios",503,"RW004","Target Rewards",-1,"HIGH","Gravios Medulla",1,0.18
"EM0005_00_0","Gravios",504,"RW004","Target Rewards",-1,"HIGH","Gravios Medulla",1,0.08
"EM0005_00_0","Gravios",504,"RW004","Target Rewards",-1,"HIGH","Gravios Medulla",1,0.1
"EM0005_00_0","Gravios",504,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",2,0.07
"EM0005_00_0","Gravios",505,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.13
"EM0005_00_0","Gravios",505,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.1
"EM0005_00_0","Gravios",505,"RW004","Target Rewards",-1,"HIGH","Coma Sac",2,0.07
"EM0005_00_0","Gravios",506,"RW004","Target Rewards",-1,"HIGH","Coma Sac",1,0.13
"EM0005_00_0","Gravios",506,"RW004","Target Rewards",-1,"HIGH","Coma Sac",1,0.1
"EM0005_00_0","Gravios",506,"RW004","Target Rewards",-1,"HIGH","Wyvern Gem",1,0.07
"EM0005_00_0","Gravios",507,"RW004","Target Rewards",-1,"HIGH","Wyvern Gem",1,0.03
"EM0005_00_0","Gravios",507,"RW004","Target Rewards",-1,"HIGH","Wyvern Gem",1,0.03
"EM0005_00_0","Gravios",600,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (S)",1,0.45
"EM0005_00_0","Gravios",601,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone",1,0.35
"EM0005_00_0","Gravios",602,"RW015","Tempered Wound Destroyed Reward",-1,"HIGH","Wyverian Bloodstone (L)",1,0.2
"EM0008_00_0","Yian Kut-Ku",100,"RW000","Carving",-1,"HIGH","Kut-Ku Scale+",1,0.3
"EM0008_00_0","Yian Kut-Ku",101,"RW000","Carving",-1,"HIGH","Kut-Ku Carapace",1,0.23
"EM0008_00_0","Yian Kut-Ku",102,"RW000","Carving",-1,"HIGH","Kut-Ku Wing",1,0.18
"EM0008_00_0","Yian Kut-Ku",103,"RW000","Carving",-1,"HIGH","Kut-Ku Ear",1,0.13
"EM0008_00_0","Yian Kut-Ku",104,"RW000","Carving",-1,"HIGH","Giant Beak",1,0.11
"EM0008_00_0","Yian Kut-Ku",105,"RW000","Carving",-1,"HIGH","Bird Wyvern Gem",1,0.05
"EM0008_00_0","Yian Kut-Ku",150,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Kut-Ku Scale+",1,0.4
"EM0008_00_0","Yian Kut-Ku",151,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Kut-Ku Carapace",1,0.3
"EM0008_00_0","Yian Kut-Ku",152,"RW008","Carving (Rotten Monster Carcass)",-1,"HIGH","Inferno Sac",1,0.3
"EM0008_00_0","Yian Kut-Ku",260,"RW005","Broken Part Rewards",0,"HIGH","Kut-Ku Ear",1,1
"EM0008_00_0","Yian Kut-Ku",300,"RW006","Wound Destroyed Reward",-1,"HIGH","Kut-Ku Scale+",1,0.5
"EM0008_00_0","Yian Kut-Ku",301,"RW006","Wound Destroyed Reward",-1,"HIGH","Kut-Ku Carapace",1,0.5
"EM0008_00_0","Yian Kut-Ku",500,"RW004","Target Rewards",-1,"HIGH","Yian Kut-Ku Certificate S",1,0.08
"EM0008_00_0","Yian Kut-Ku",500,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Scale+",1,0.23
"EM0008_00_0","Yian Kut-Ku",500,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Wing",1,0.33
"EM0008_00_0","Yian Kut-Ku",500,"RW004","Target Rewards",-1,"HIGH","Bird Wyvern Gem",1,1
"EM0008_00_0","Yian Kut-Ku",501,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Scale+",1,0.2
"EM0008_00_0","Yian Kut-Ku",501,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Carapace",1,0.23
"EM0008_00_0","Yian Kut-Ku",501,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Ear",1,0.21
"EM0008_00_0","Yian Kut-Ku",502,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Carapace",1,0.2
"EM0008_00_0","Yian Kut-Ku",502,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Wing",1,0.16
"EM0008_00_0","Yian Kut-Ku",502,"RW004","Target Rewards",-1,"HIGH","Giant Beak",1,0.21
"EM0008_00_0","Yian Kut-Ku",503,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Wing",1,0.15
"EM0008_00_0","Yian Kut-Ku",503,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Ear",1,0.1
"EM0008_00_0","Yian Kut-Ku",503,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",2,0.18
"EM0008_00_0","Yian Kut-Ku",504,"RW004","Target Rewards",-1,"HIGH","Kut-Ku Ear",1,0.08
"EM0008_00_0","Yian Kut-Ku",504,"RW004","Target Rewards",-1,"HIGH","Giant Beak",1,0.1
"EM0008_00_0","Yian Kut-Ku",504,"RW004","Target Rewards",-1,"HIGH","Bird Wyvern Gem",1,0.07
"EM0008_00_0","Yian Kut-Ku",505,"RW004","Target Rewards",-1,"HIGH","Giant Beak",1,0.08
"EM0008_00_0","Yian Kut-Ku",505,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.15
"EM0008_00_0","Yian Kut-Ku",506,"RW004","Target Rewards",-1,"HIGH","Inferno Sac",1,0.18
