"Index","EM ID","Species","Name","Description","Extra Name","Extra Description","Frenzied Name","Tempered Name","Arch-tempered Name","Enemy Features Raw","Features","Tips","First Capture Raw","Endemic Life Description","Memo Raw","Endemic Life Features","Grammar Raw","Grammar","Boss Icon Type Raw","Large Monster Icon","Small Monster Icon","Item Icon","Map Icon","Endemic Life Icon","Icon Colour","Is Map Draw","Palico Pickup","Alma Pickup","Support Hunter Pickup","Category For NPC","Map Filtering Type","Scoutfly Target Type","Animation Type"
26,"EM0158_00_0","Cephalopod","Nu Udra","The cephalopod that reigns supreme over
Oilwell Basin's ecosystem. A vision of hell,
it attacks with tentacles and ignited oilsilt.","","","","Tempered Nu Udra","","1F26F5CF-9D42-4911-A5DB-6A2BB31DE5E9","The cephalopod that reigns supreme over
Oilwell Basin's ecosystem. Usually, when
sighted, Nu Udra is covered in oilsilt, but
when enraged it will ignite the coating,
transfiguring itself into a horror of flame.
The oculi that appear on its body and many
arms are presumed to be sensory organs,
but the truth is still being investigated.","Each of a Nu Udra's many unique tentacles
can be severed. But watch out when they get
angry and burst into flame. You can douse
any parts that are burning with watermoss—
a recommended strategy, since it will
leave the monster weakened. A Nu Udra's soft
body allows them to slip through crevasses
and move in surprising ways, so be careful
not to let them get the jump on you.","0F69D948-42BD-499C-A96C-278ECC16E05F","","6453AF89-B343-4033-A04A-A2D8795DF8C2","","71384D66-0467-4C49-B7B7-1940D0DBA395","","0000000D",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
27,"EM0159_00_0","Fanged Beast","Ajarakan","Fanged beasts that adhere metal to their bodies
and use friction to heat and cause explosions.
They move in groups during the Firespring.","","","","Tempered Ajarakan","","1859A6AD-AC7E-45C1-98DF-89B3344995D0","Characteristic by their highly developed
carapaces, Ajarakan wrap themselves in
molten metal that they rub together to heat
up and create explosions. Presumably due
to the friction of the metal, they can reach
high enough temperatures to melt even the
ground or bullets. They can also use their
strong limbs to grip onto the ceiling and
move around freely, so a hunter must watch
out from every angle, including above.","Approaching an Ajarakan's extreme heat
will sap your health, so use cool drinks
or Chillmantle Bugs to counteract it. Normal
Ammo and arrows will melt if you try to
pierce their molten carapaces, so you must
use heat-resistant equipment or hit them with
Watermoss to bring down their temperature
first. Continuous friction will cause their
body temperature to rise, but soften their
outer shells.","CE31AD76-C6B0-4B42-B39A-E062C338DD6E","","F4B0C457-2C72-4AF6-AB29-CEBE78DB44B8","","71ED36B2-6AB3-481B-B0F3-B87D1CB0063B","","0000000C",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
28,"EM0160_00_0","Flying Wyvern","Arkveld","A wyvern with chain-like wings. The flexible
chainblades on their wings are used to mow
down prey and absorb elemental energy.","","","","Tempered Arkveld","","6A072773-1760-4CE0-8340-08E8992EA50C","A flying wyvern that was considered extinct
according to documents left behind by the
Guild. Their wings have a unique, chain-like
blade that can extend and retract freely to
reap their prey. They feed on elemental energy
absorbed through these chainblades, and are
able to convert the energy to unleash dragon
element attacks.","The more energy this monster absorbs, the
more ferocious its attacks become. Once they
fill their energy tanks, their chainblades
will sweep out to attack an even wider area.
Conversely, since their wings possess organs
that absorb energy, a hunter can force the
energy to leak out by focusing attacks there.
Flooding them with continuous elemental
attacks will eventually overload the organs,
forcing the monster out of its enhanced state.","28125218-21B1-404C-BA88-AE4678EEF0AA","","C7BD0487-0DC7-4EE1-8879-91F6868E8884","","7E3F0A6A-F288-43D3-B975-C5BFEFCF8414","","0000001E",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
29,"EM0160_50_0","Construct","Guardian Arkveld","An artificial species created by an ancient
civilization based on a presumed extinct,
legendary monster called Arkveld.","","","","","","07DF3144-061E-4AF0-ACC8-624B4898AB99","An artificial species created by an ancient
civilization and imbued with the power of
a monster called Arkveld. It cannot reproduce
and does not require food, relying instead
on Wyvern Milk for energy. In addition to
absorbing and discharging energy the way
other Guardians do, Guardian Arkveld can
also absorb elemental energy through the
chainblades on its wings and use it for
sustenance.","Guardian Arkveld use retractable chainblades
on their wings to attack. Not only are the
blades used to absorb and release energy like
other Guardians, but they can also convert
the energy to the dragon element and
discharge it, which will trigger an explosion
of the same element if it comes into contact
with Wylkrystals. The crystals formed by
their attacks will explode from elemental
interference, making Slinger ammo effective.","1C464609-769D-4DF5-B22C-3CC12399D354","","82789BC0-034A-4FF7-A695-FFF7117428EE","","AE032042-311B-4138-BC6B-5ABF3785B4B1","","0000001D",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
30,"EM0161_00_0","Leviathan","Hirabami","Leviathans that inhabit the Iceshard Cliffs. They
have sharp, pincer-like tails and membranes on
their necks that catch the wind to keep them aloft.","","","Frenzied Hirabami","Tempered Hirabami","","97330325-7BB0-4B6A-8E6B-F77AB60DD1FE","Leviathans that inhabit the Iceshard Cliffs.
They have sharp, pincer-like tails and
peculiar membranes on their necks that
catch the wind and keep them aloft.
Hirabami can sometimes be sighted nesting
in groups along the cliffs, using their
scales or foreclaws to cling to walls or
ceilings while they sleep.","Hirabami can remain aloft as they maneuver
skillfully between the ground and the sky.
You'll need to watch out for those tail
claws, but handle an attack well to turn it
into a counterstrike opportunity. Destroying
the membrane on their necks will lower their
guards while aloft. Furthermore, you can
target the membrane wound to knock them out
of the air, making this a prime target.","9349ED15-FB7E-4ACB-BCF8-5CB240187BCC","","92430D6B-BA05-43EB-882D-8EC66869A4AF","","F60B6D86-3EC4-4D7C-AAFC-D0C6C402E7F4","","0000000F",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
31,"EM0162_00_0","Leviathan","Jin Dahaad","A leviathan that sits at the peak of the
Iceshard Cliffs' ecosystem. It generates cold
air via cooling organs across its massive body.","","","","Tempered Jin Dahaad","","59614AD7-CE72-4E70-B278-8BB4612D1D5C","A leviathan that sits at the peak of the
Iceshard Cliffs' ecosystem. It surrounds
its massive form in cold temperatures
via ridge-like cooling organs across its
body; the frost its limbs produce
doubles as a potent weapon and a way
to travel along walls and floating rocks.","Every part of Jin Dahaad's massive
body is capable of powerful freezing
attacks. Diminish their offensive
capabilities by attacking the ridges
that they use for cooling. The largest
ridges on their back are particularly
powerful and should be destroyed, but
the hide there is very tough unless
the other ridges are dealt with first.","06D05C9D-F0A8-488B-951E-89DDE82F1FF0","","B8D3FC14-E12A-4AB5-8D68-1E2A80FBCCBF","","51784E65-C0F0-4DF3-8135-0625EA1B4D18","","00000010",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
32,"EM0163_00_0","Cephalopod","Xu Wu","Cephalopods that roam the Ruins of Wyveria and
prey on Guardians. This often leads to conflicts
between the two monsters.","","","","Tempered Xu Wu","","D0533569-0976-4727-89F7-63DE71B8DA6D","Cephalopod predators whose prey include
Guardian monsters. The mucus secreted from
their tentacles hardens quickly into sharp edges
that resemble blades or spears, which is why
some call Xu Wu the ""Piercing Assassin."" The
sizable mouth hidden on their underside allows
them to devour even rather large prey.","Due to their predatory nature, you can
expect Xu Wu to attack Guardians inside
their habitat. They have no eyes, but their
other senses are developed and they excel at
catching prey off guard, especially with
their ability to enter small crevices and
crawl quickly across the ground. When one
exposes its mouth, that means a deadly
attack is coming, but with a powerful blow,
you might be able to topple the creature. ","779EB844-7ADD-4935-9CDB-7FF0CAF27EC8","","B6B368E3-F036-41B8-89E4-6168C03018ED","","0CE2C339-E6B2-4810-92A5-0051EA937619","","00000014",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
33,"EM0164_50_0","Construct","Zoh Shia","A Guardian created to be Wyveria's savior.
It was feeding off the Dragontorch, drawing from
the vast stores of energy while it slumbered.","","","","","","4C66564D-4181-46A8-81C5-C7813FF193B3","A massive Guardian that has been feeding
off the Dragontorch's energy. Its body
is encased in crystallized Wyvern Milk,
allowing it to regenerate. Zoh Shia, like
other Guardians, excels at energy attacks
and can produce repeated explosions to
crystallize the whole area. Beneath its
white Guardian coat, its body pulses with
dark recollection—which you may see, should
it reveal its full power from the days of yore.","Zoh Shia share the same basic traits of
other Guardians. The crystals on their wings
and heads can be stripped away to deplete
their energy stores. The white crystals on
their bodies will grow back weaker, making
them easier to destroy a second time. The
crystals they create will detonate if they
take elemental damage, but a talented hunter
can use elemental Slinger ammo and smart
maneuvering to make good use of them.","EE525674-701E-4B6C-8C3F-3C4745CB7781","","78DF3964-7445-4F84-B532-DEF5B811D8A9","","BC3E3EB5-D411-42F1-BF13-B8BC78035D00","","0000001F",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
34,"EM0165_00_0","","High Purrformance Barrel Puncher","<COLOR FF0000>#Rejected#</COLOR> EnemyText_EXP_EM0165_00_0","","","","","","87F77B03-D219-4D66-94F2-255328AB33A0","","","C2E1E15F-9271-43BE-BA56-BECC4F4B120A","","0AB79BC5-7120-4A8E-9682-07BF2DC9950B","","B57B2DB0-CC0B-4A58-B02C-809756D1EAE5","","00000020",CellImage,"","","","","I_NONE",true,false,false,false,"INVALID","NON_FILTERING_TARGET","NONE","GET"
36,"EM1006_00_0","Neopteran","Vespoid","Neopterons with paralyzing poison stingers. They
are quite fragile, so carefully take them down with
your Slinger or poison to safely carve materials.","","","","","","670C2D1D-CF61-4409-A0A6-62DACE118BC1","Neopterons with paralyzing poison stingers
on their abdomens. Since Vespoids are
attracted to light, hunters can use
brightmoss to mark large monsters, which
Vespoid will then attack and paralyze.
To finish off a Vespoid without damaging
its delicate materials, a hunter must avoid
blunt trauma and use attacks that gradually
drain its health. Vespoid fluids are useful
for crafting with monster bones.","","79F030A6-7EC5-41B0-8C97-766FC87D8E11","","BE0D519B-AADC-4564-B6B9-D50B158C65BA","","5EA3FCC8-4933-4BF2-87A0-3EF5A7746ECA","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
37,"EM1022_00_0","Fanged Beast","Conga","Fanged beasts with pink fur that prefer mild,
damp climates. Generally, they don't form large
packs and only live together in small numbers.","","","","","","F6D900BF-B812-42F0-B368-0C82DCB54268","Fanged beasts with pink fur. Packs typically
consist of females and juveniles. An adult
male Congalala may occasionally be sighted
within a pack, but these are non-social
creatures that don't establish a chain of
command. Beware their terrific flatulence,
as they will use it to inflict stench on
perceived threats.","","17A9145B-0B66-4728-84D6-FBF55EF5AC2A","","82782618-C587-4208-843D-FE0E1F47ED04","","7E0CD1C3-7B15-45F0-9D2F-393BA1B0CB33","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
38,"EM1023_00_0","Fanged Beast","Blango","Fanged beasts with snow-white pelts. Blango
travel in packs with a Blangonga at the head,
working together to eliminate intruders.","","","","","","D0941CB4-37C3-4431-9505-C394500B5457","Fanged beasts with snow-white pelts.
Blango generally travel in groups with
a Blangonga leading them. As a pack, they
work together efficiently to eliminate
threats to their territory, responding
instantly to their leader's commands.","","0BE77FD6-AA51-4E29-934C-29C7A1EFFF3C","","943F343D-CC7A-4CAA-8D56-BB9F8F5836A5","","3C0BB855-1285-4067-BBDE-5F6C73409A29","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
39,"EM1150_00_0","Herbivore","Ceratonoth (Male)","Male Ceratonoth. They use their large spikes
to disperse lightning into the ground and
protect the females of their sizeable herds.","","","","","","28B3BB33-8680-44AB-86AA-F6474C96461B","Male Ceratonoth, known for their large
herds. During sandstorms, they use their
large spikes to channel any lightning
strikes. This process sometimes causes
fulgurite to form on parts of their bodies.
A male responds quickly when a large
predator attacks and makes an effort to
lead his herd to safety.","","8A15D090-9E11-4CB7-A5D2-76D88201398A","","6AF87259-1F11-4EB3-9F66-C002D0A7221E","","DD0443A1-01B2-43DB-9F69-5830DB6DBA1F","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
40,"EM1150_00_1","Herbivore","Ceratonoth (Female)","Female Ceratonoth. In a harsh climate where
nourishment is difficult to come by, they
are frequently targeted by predators.","Ceratonoth","Ceratonoth juveniles are treasured by their
herds. Due to their arrival during the Plenty,
the people of Kunafa view them as a good omen.","","","","B9C6E44C-DE7C-49EA-83E6-1343A6218376","","","7F654B2C-B35B-49B6-B907-DB37C5FEC9A3","","DC740EB7-9DD2-4C0E-81C0-592111D4DE0F","","35C77D36-85FA-4B5D-89A2-5D81A0137B80","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
41,"EM1151_00_0","Herbivore","Dalthydon","Herbivores that move between habitats in response
to environmental changes. When in danger, they
use their head plating to fight back.","Dalthydon","Juvenile Dalthydon. Their cranial plating
hasn't fully hardened yet, and their pelts are
a neutral color to avoid drawing attention.","","","","B82D163B-27B7-43EC-9EF6-3C5F9CBD78BD","Herbivores that live in herds and move
between habitats in response to environmental
changes. Dalthydon are bred as livestock
and play an important role in human life.
Although they are docile in general, when
the herd is in danger, they assume a group
defensive formation and use their evolved
cranial plating as a weapon.","","7FFF6947-E1CC-42D9-A645-85CD589D1D1D","","B9F54DB5-345D-4BFB-B01B-99FF0470424D","","DF372D57-AA07-455A-8243-2A94EA9DEAD2","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
42,"EM1151_00_1","Herbivore","Dalthydon (Livestock)","Herbivores that are raised as livestock.
In addition to providing wool and milk, they
are also used for physical labor.","Dalthydon (Livestock)","Juvenile Dalthydon. Their cranial plating
hasn't fully hardened yet, and their pelts are
a neutral color to avoid drawing attention.","","","","3D0E9E3C-91F7-4830-A757-B71E7461FE9E","","","C4DDFA28-67AE-4322-B9F9-A85D6BAE0A1A","","1D06FAF6-2D2F-439B-A325-8A94EA09E760","","430E1ECD-A036-406C-8D04-9D2D074B2D62","","00000000","",CellImage,"","","","I_NONE",false,false,false,false,"INVALID","INVISIBLE_ADDBEACON","NONE","GET"
43,"EM1152_00_0","Neopteran","Bulaqchi","Neopterons that use swarming tactics to contain
and subdue prey, then dissolve it from the inside.
Sonic bombs will disable their sensory organs.","","","","","","120C797E-0300-436F-967F-8C7B5CDE80DF","Neopterons that inhabit the Windward Plains.
They use their needle-like mouths to pour
digestive juices into carrion to dissolve it
into easily consumed fluids. Feeding makes
them bloated and sluggish, so they have to
rest on walls or ceilings. Their forelegs
double as sensory organs that they use to
assess their surroundings, but they are
quite sensitive, so a loud noise is usually
enough to immobilize a Bulaqchi.","","78FFB6BD-AD46-4FA1-8218-E9BC7EC60F48","","E585D99C-5DB7-40C6-8ADB-F47F28A7FD20","","0FEF4F57-9E28-4517-B8A2-0607A5CAA179","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
44,"EM1153_00_0","Bird Wyvern","Talioth","Carnivores that work together to attack
intruders using their powerful jaws. A clever
hunter can turn them against larger monsters.","","","","","","F4F402A0-49F9-4864-BBBB-561E510EFB09","Carnivores that prowl the Windward Plains.
Their distinct jaw is designed to grab
prey and not let go, and they excel at
working together to hunt and deal with
intruders. It's not uncommon to see a pack
of Talioth take on a bigger monster and
win by sheer numbers; a clever hunter will
take advantage of this and use Talioth to
distract or weaken their main target.","","7619184D-CD46-4108-8EC2-4E5017CC58B1","","42E4B948-CDB5-4C45-B78A-157B0C24CD00","","5210C8A4-8546-4BCC-BE97-2A08D692A1C5","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
45,"EM1154_00_0","Wingdrake","Baunos","Winged wyverns that vibrate their thoraxes
to create a deafening roar. You can nab screamer
pods from them using the Hook Slinger.","","","","","","76FFA055-1476-4864-A7D1-B82610634975","Winged wyverns that inhabit the Windward
Plains. Rather than do their own hunting,
they use their high vantage to scavenge
carrion. Baunos take shelter to avoid the
lightning during an Inclemency. When
a little intimidation is called for, they
vibrate their thorax feathers to create
a deafening roar. You can get screamer pods
from them with the Hook Slinger.","","CBB026F3-2F4B-4D41-B825-D4D588D6F359","","803F593C-F571-43B0-A3C7-F5AE0B0F0BCF","","D2E534E4-7F25-439A-9B21-AF6C31238897","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","EXCEPT_BATTLE","GET"
46,"EM1155_00_0","Leviathan","Gajios","Leviathans with distinct snouts that live near
water. Obtain bleeding pods by firing your Hook
Slinger at them.","","","","","","0CAB4090-5260-4969-BE9C-AFBFE137D85A","Leviathans with distinct snouts that live
near water. If the water is deep enough, a
Gajios will stay submerged with only the tip
of its nose exposed, waiting for prey to
wander by. You can obtain bleeding pods with
the Hook Slinger—but not without a fight.","","6F13774B-A697-4D90-9168-712CF2879C86","","65EB321A-186D-4F12-9D3A-7F0E4C1FA4C5","","BE65F14D-DF94-4C2F-9F91-E47242F338B3","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","EXCEPT_BATTLE","GET"
47,"EM1156_00_0","Leviathan","Piragill","Leviathans with beautiful scales and blade-like
protrusions. They primarily inhabit the Scarlet
Forest, and hunt in highly organized packs.","","","","","","B8A01623-9211-4885-A806-2772D5DC2539","Leviathans whose bodies are covered with
beautiful scales and sharp blades. As a pack,
they work together to surround prey, but
since most Piragill are too timid to make
the kill, they usually wait for an opening
and lunge all at once. Don't underestimate
them; on water, their speed is unmatched,
and those blades will make mincemeat of a
hunter that wanders too close.","","2E88F2A7-CF54-4CF0-AA1F-3822FE7D1C0E","","A4E84298-F321-4728-A8DD-759D7710C72C","","0744EAC6-0CBE-4095-B46F-2EBDA25F2414","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
48,"EM1157_00_0","Wingdrake","Harpios","Winged wyverns that are identifiable by the
long, sharp horn on their heads. Obtain piercing
pods by firing the Hook Slinger at them.","","","","","","CC572076-F146-4462-BB3B-700C21B12730","Winged wyverns that are identifiable by the
long, sharp horn on their heads—which just
so happen to make great Slinger ammo.
Large as the Harpios may be, they never
attack hunters, choosing instead to stay by
the water and prey on fish. On occasions
when large fish scare the smaller ones to
the surface, you might even get to see a
bona fide Harpios feeding frenzy.","","C8FD2395-C67D-4C2C-9BB4-CF3762302571","","3729FCA4-D0E9-4C96-B053-9B225B39985D","","7F1CE083-7562-46C8-B739-8C04A2A2326A","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","EXCEPT_BATTLE","GET"
49,"EM1158_00_0","Bird Wyvern","Kranodath","Small carnivores that prowl Oilwell Basin,
hunting in small packs. They have been known
to engage larger monsters while feeding.","","","","","","0CE09772-CB51-41D5-8A64-B7021D04DAB6","Carnivores that prowl Oilwell Basin. Their
skulls have evolved in a way that lets them
expand and contract the plating, and lunge
at prey with hammer-like blows. They hunt
Gelidron and keep their packs small. There
have been accounts of Kranodath engaging
larger monsters while feeding, where they
cling to the enemy's skull and stun it with
repeated head bashes.","","517D12DD-779D-444A-A896-657BCECB7474","","EB483DA3-D302-4496-BEE8-69047CCDC6C0","","DE87A24E-C61C-41AA-8989-3036015F6F07","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
50,"EM1159_00_0","Neopteran","Comaqchi","Neopterons with well-developed tail stingers
and forelegs. They surround prey in colonies,
using their tails to inject a sleeping agent.","","","","","","4FA08DAA-37B4-4105-9B3B-576ED0792088","Neopterons that inhabit the Iceshard
Cliffs. Comaqchi rarely move around,
staying adhered to the walls most of
the time in large colonies. Their forelegs
are well adapted to striking, and they
can use their well-developed tail
stingers to inject a sleeping agent that
make targets easier to prey upon.","","F6123FC8-0A77-4A34-B1E1-779AE0F2DD15","","BA6954F6-E4A6-499A-A8E6-E13BC6B62A2E","","8C40C13A-014E-4AD8-AEDF-DABD54449E12","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
51,"EM1160_00_0","Amphibian","Gelidron","Amphibians that have adapted to their dry, hot
habitat by producing a protective slime. Their
tasty flesh makes them a target of carnivores.","","","","","","CF441C88-DA70-4FD6-AC9F-9AEFDC631DF3","Amphibians commonly found in Oilwell Basin.
Subcutaneous slime protects them from
getting burned. Gelidron lay ambushes,
waiting to snap up prey with their big,
meaty tongues. Fine hairs on their digits,
combined with sharp claws, allow them to
climb straight up walls. Unfortunately for
the Gelidron, their edible parts are
delicious, putting them in high demand with
carnivores in the wild...as well as in Azuz.","","F2DCB7FD-C4BF-47EF-9717-AE65A5EB5597","","3901A2A7-04DF-4092-9F49-E3DA3292D16E","","8041C125-A482-4323-A703-AD9E5D7A5DB9","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
52,"EM1161_00_0","Herbivore","Rafma","Herbivores that live in herds in cold areas.
They are targeted by predators as a source of
sustenance where flora and fauna are scarce.","Alpha Rafma","Herbivores that live primarily in cold regions.
The larger alphas protect the herd, and can be
harvested for paralytic Slinger ammo.","","","","92EFFDE5-6D8C-490E-85B9-39F8C79E2267","Herbivores that live primarily in cold
regions. Rafma form herds with a large alpha
at the head. When threatened, the alpha
discharges static energy stored in its horn
to shock foes and defend the herd. This horn
can also be targeted with the Hook Slinger
to get paralytic ammo. Rafma have been
sighted moving along dizzyingly steep
cliffsides, to the wonderment of observers.","","F4A6866F-A637-4B1D-9C95-A8932B850402","","5FDE058F-5BAD-4CF4-B9B6-0ACD930D8B56","","E7F770F9-A975-4815-91FB-938775CA1B2C","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","EXCEPT_BATTLE","GET"
53,"EM1162_00_0","Bird Wyvern","Porkeplume","Bird wyverns with sharp bristles on their heads.
Obtain Slinger ammo that is effective at creating
wounds by firing your Hook Slinger at them.","","","","","","FEC607A2-7A53-4771-AE8E-09744BBA29B9","Bird wyverns that live in herds at the heart
of the Ruins of Wyveria. Porkeplumes are
extremely timid and will protect themselves
against threats by puffing out the bristles
on their heads. If the situation escalates,
a member of the herd will slam into the foe
with its bristles, giving the other members
a window to escape. The head bristles can be
used as bleeding pods for the Slinger.","","FA2643EB-E655-4B5A-95E8-B525EBA74EA4","","655DFD1B-3337-479D-B32F-C847BED1D8A0","","A31F3A55-53D8-4BA5-8790-C628BD369AC9","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","EXCEPT_BATTLE","GET"
54,"EM1163_00_0","Temnoceran","Nerscylla Hatchling","Newly-hatched Nerscylla larvae. They form colonies
in the bodies of devoured prey, nests, and other
hidey-holes, and react as a group when provoked.","","","","","","E80B78C3-1208-4C80-A998-C92943E803A8","The larval form of a temnoceran that
inhabits the Iceshard Cliffs. At this stage,
they cannot use webbing or status ailments
like adult Nerscylla, but these little fellows
like to gang up, surround prey, and then
pounce all at once.","","BDF3E978-1B6F-4633-9747-70CD6D88EC5A","","5A4FCCFF-1C50-4EFA-94C6-579D564C74FF","","89C62832-5D4B-4057-8074-5CAE7897D75A","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
55,"EM1164_50_0","Construct","Guardian Seikret","Artificial wyverns created by an ancient
civilization. They hatch from small cocoons and
travel in packs, attacking with sharp claws.","","","","","","B297E21D-1C5F-4A86-AF85-D7ED18DC8BA6","Artificial wyverns created by an ancient
civilization. They dash through the Ruins
of Wyveria in search of Wyvern Milk, their
source of energy. Unlike the original
Seikret, the Guardian types are aggressive
and have sharp, dangerous claws on their
unique forelegs. They generally travel in
packs of two or three, but if threatened,
they may call for more help and try to
surround the adversary.","","BE2B1CA0-C06E-4A7B-8E82-1072180CE7AE","","050BB776-5327-48DF-A014-F0EFDA4293AA","","A6C43F62-047B-49C2-B877-F4B9A2EA849E","","00000000","",CellImage,"","","","I_NONE",true,false,false,false,"INVALID","EM_ZAKO","NONE","GET"
57,"EM5001_00_0","","Paratoad","Toads containing a paralytic gas. Hitting them
will release the gas, which is powerful enough
to stop large monsters in their tracks.","","","","","","DADE7AC4-33FE-4C2E-A8C7-B1974995FC6D","","","D3CF1400-5EBC-4625-851F-E373EE163D63","Toads that contain a powerful, paralytic gas
which they can use as a defensive measure
to stop threats in their tracks.","16D56CF2-799C-41B7-9F70-9E587B029510","Toads containing a paralytic gas that are
usually found by the water. They are
sensitive to force and will release the
gas as a defensive measure; it's powerful
enough to stop hunters and large monsters in
their tracks, which buys the Paratoad time
to escape. Hunters can use this behavior to
direct the gas at a desired target and gain
the upper hand.","253AA2AD-E877-4D74-9DD0-DB68446B00A2","","00000000","","","",CellImage,CellImage,"I_LEMON",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
58,"EM5001_10_0","","Nitrotoad","When struck, Nitrotoads release a spray
of volatile liquid that detonates with enough
power to stagger even large monsters.","","","","","","9D77C833-B628-427A-A48D-0FA8B29993D4","","","8440BDBB-B660-4294-9E70-A0CE9A030D1D","A toad that stores an explosive liquid within
its body. The explosions it produces are so
strong they even make larger monsters flinch.","A8216B5F-5577-4F2F-8D2F-A5EF41B27C7A","Toads that store an explosive liquid within
their bodies. Any physical stimulus causes
them to spray this liquid and flee. Once
the liquid contacts the air, it detonates,
wreaking havoc. Though these creatures
prefer to live in environments abounding in
combustible materials like coal, their diet
actually consists mostly of insects and
crustaceans. It is yet unknown what causes
them to produce the explosive liquid.","7FA47FEA-A2C5-47DB-829D-41C2DB3160DD","","00000000","","","",CellImage,CellImage,"I_RED",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
59,"EM5001_20_0","","Sleeptoad","Toads that store sleeping gas in their bodies.
A shock will cause them to spray the gas, which
is potent enough to affect monsters.","","","","","","D627F089-CCF8-484A-8284-109EE00883E5","","","17717459-8AA9-4C0A-9A30-5EB99F491A16","Toads that store a potent gas in their
bodies that can put monsters to sleep.","0663EAC5-6EDD-4970-AD15-2125C0084D36","Toads that store sleeping gas in their
bodies. A shock will cause them to spray the
gas, putting the enemy to sleep while they
escape. The gas is so potent that it affects
hunters and even large monsters. You may
be able to gain the upper hand if you use
this to your advantage and direct the gas
at a monster.","E8C6B998-B9D5-4841-9905-B7D1E8409404","","00000000","","","",CellImage,CellImage,"I_BLUE",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
60,"EM5002_00_0","","Vigorwasp","Insects that carry restorative nectar.
A light impact causes the nectar to scatter,
producing a continual healing effect.","","","","","","ABECAF70-B043-48D8-B98B-6E2C75FD7F7A","","","A9D35CE6-478B-4B1E-BFE7-DA5E880D36B4","Insects that gather restorative nectar from
Vitalilies and store it, with more or less
the same properties, in their abdomens.","00F7A379-E7B9-49FA-9175-D70571515244","Insects that gather restorative nectar from
Vitalilies and store it in their abdomens.
While the flowers and nectar have similar
properties, the latter can be scattered in
large quantities to produce a lingering,
continual healing effect. There's a rise
in the Vigorwasp population during
the Plenty, when Vitalilies flourish.","4F2B8812-34B5-4FAE-A9EA-4823DFE7A746","","00000000","","","",CellImage,CellImage,"I_SGREEN",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
